cb_code,board,school_name,district,state,affiliation_id,level,year_founded,address,pincode,email,management
CB-ICS-UP-00292,CISCE,Rajendra's Nosegay School,​Moradabad,Uttar Pradesh,,ICSE/ISC,,Madhubani Colony Haridwar Road Moradabad,,,
CB-ICS-UP-00293,CISCE,Sacred Heart Convent School,​Moradabad,Uttar Pradesh,,ICSE/ISC,,Dewarkhera Chandausi,,,
CB-ICS-UP-00294,CISCE,Springfields College,​Moradabad,Uttar Pradesh,,ICSE/ISC,,Delhi Road Majhola,,,
CB-ICS-UP-00295,CISCE,St. Amtul Public School,​Moradabad,Uttar Pradesh,,ICSE/ISC,,Wajid Puram Moradabad Road Sambhal,,,
CB-ICS-UP-00296,CISCE,St. Paul's College,​Moradabad,Uttar Pradesh,,ICSE/ISC,,"Near Syndicate Bank, 
Civil Lines, 
Moradab",,,
CB-ICS-UP-00297,CISCE,The G.K. Welhams College,​Moradabad,Uttar Pradesh,,ICSE/ISC,,2 Azad Nagar Railway Harthala Colony,,,
CB-ICS-UP-00298,CISCE,Tiny Tots College,​Moradabad,Uttar Pradesh,,ICSE/ISC,,26 Civil Lines,,,
CB-ICS-UP-00299,CISCE,Wilsonia College,​Moradabad,Uttar Pradesh,,ICSE/ISC,,Civil Lines Post Box #211,,,
CB-ICS-UP-00300,CISCE,St. Francis School,​Muzaffarnagar,Uttar Pradesh,,ICSE/ISC,,Kairana Road P. O. & District,,,
CB-ICS-UP-00301,CISCE,St. Thomas School,​Muzaffarnagar,Uttar Pradesh,,ICSE/ISC,,G. T. Road Near Mittal Petrol Pump Khatauli,,,
CB-ICS-UP-00302,CISCE,New Vision School,​Raebareli,Uttar Pradesh,,ICSE/ISC,,Near Railway Goods Shed,,,
CB-ICS-UP-00303,CISCE,Ryan International School,​Raebareli,Uttar Pradesh,,ICSE/ISC,,Rahi Village Sultanpur Road,,,
CB-ICS-UP-00304,CISCE,St. James School,​Raebareli,Uttar Pradesh,,ICSE/ISC,,Civil Lines Gora Bazar,,,
CB-ICS-UP-00305,CISCE,St. Peter's School,​Raebareli,Uttar Pradesh,,ICSE/ISC,,Chhajlapur P. O. I. T. I,,,
CB-ICS-UP-00306,CISCE,Sai Girls Public School,​Rampur,Uttar Pradesh,,ICSE/ISC,,130 Krishna Vihar Jwalanagar,,,
CB-ICS-UP-00307,CISCE,Infant Jesus School,​Saharanpur,Uttar Pradesh,,ICSE/ISC,,A. R. T. O. Township,,,
CB-ICS-UP-00308,CISCE,Saharanpur Public School,​Saharanpur,Uttar Pradesh,,ICSE/ISC,,Paper Mills Road,,,
CB-ICS-UP-00309,CISCE,St. Thomas' School,​Sant Kabir Nagar,Uttar Pradesh,,ICSE/ISC,,Khalilabad P. O. Khalilabad,,,
CB-ICS-UP-00310,CISCE,St. Mary's School,​Sant Ravidas Nagar,Uttar Pradesh,,ICSE/ISC,,P. O. Nai Bazar Bhadohi,,,
CB-ICS-UP-00311,CISCE,St. Thomas' School,​Sant Ravidas Nagar,Uttar Pradesh,,ICSE/ISC,,Gopiganj P. O. Gopiganj,,,
CB-ICS-UP-00312,CISCE,Don & Donna Convent,​Shahjahanpur,Uttar Pradesh,,ICSE/ISC,,81 Jhanda Kalan,,,
CB-ICS-UP-00313,CISCE,Holy Angels' School,​Shahjahanpur,Uttar Pradesh,,ICSE/ISC,,Chinour P. O. Paina,,,
CB-ICS-UP-00314,CISCE,John Nave Senior Secondary School,​Shahjahanpur,Uttar Pradesh,,ICSE/ISC,,Lodhipur,,,
CB-ICS-UP-00315,CISCE,St. Xavier's School,​Siddharthnagar,Uttar Pradesh,,ICSE/ISC,,Sanfrancis Nagar Tetari Bazar P. O. Siddharth,,,
CB-ICS-UP-00316,CISCE,Don Bosco High School,​Sitapur,Uttar Pradesh,,ICSE/ISC,,P. O. Mahmudabad,,,
CB-ICS-UP-00317,CISCE,Regency Public School,​Sitapur,Uttar Pradesh,,ICSE/ISC,,"64, Station Road, Sitapur, Uttar Pradesh -261... +91 (5862) 249056/250102",,,
CB-ICS-UP-00318,CISCE,Senior's Radiant Academy,​Sitapur,Uttar Pradesh,,ICSE/ISC,,Karmasepur Mishrikh,,,
CB-ICS-UP-00319,CISCE,D. C. Lewis Memorial School,​Sonbhadra,Uttar Pradesh,,ICSE/ISC,,Hi-Tech Road Murdhwa Renukoot,,,
CB-ICS-UP-00320,CISCE,Christ The King School,​Sultanpur,Uttar Pradesh,,ICSE/ISC,,Road #2 U. P. S. I. D. C. Industrial Area Jag,,,
CB-ICS-UP-00321,CISCE,Gurucharan Kaur Public School,​Sultanpur,Uttar Pradesh,,ICSE/ISC,,Civil Lines,,,
CB-ICS-UP-00322,CISCE,Dr. Virendra Swarup Education Centre,​Unnao,Uttar Pradesh,,ICSE/ISC,,Kundan Road Unnao,,,
CB-ICS-UP-00323,CISCE,Shri Jagannath Shah Memorial Public School,​Unnao,Uttar Pradesh,,ICSE/ISC,,( Near S. P. Office ) Civil Lines,,,
CB-ICS-UP-00324,CISCE,Sir Syed Public School,​Unnao,Uttar Pradesh,,ICSE/ISC,,Priyadarshini Nagar Near Achal Ganj Byepass,,,
CB-ICS-UP-00325,CISCE,St. Jude's College,​Unnao,Uttar Pradesh,,ICSE/ISC,,Pitamber Nagar,,,
CB-ICS-UP-00326,CISCE,St. Lawrence School,​Unnao,Uttar Pradesh,,ICSE/ISC,,Priyadarshini Nagar Raebareli Road,,,
CB-ICS-UP-00327,CISCE,Bal Bharatiya English School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,"Narharpur, Lohatiya- ausanganj road, Varanasi",,,
CB-ICS-UP-00328,CISCE,Bal Bharti Public School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,K-66/12 Nawab Ki Dheori,,,
CB-ICS-UP-00329,CISCE,R. K. P. Yash Public School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,Parashurampur Sarnath Varanasi,,,
CB-ICS-UP-00330,CISCE,Silver Grove School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,Maheshpur Lahartara Near T. C. I,,,
CB-ICS-UP-00331,CISCE,St. Francis School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,Ramnagar,,,
CB-ICS-UP-00332,CISCE,St. John's School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,Diesel Locomotive Works,,,
CB-ICS-UP-00335,CISCE,St. Joseph's Convent School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,Shivpur,,,
CB-ICS-UP-00336,CISCE,St. Stephen's School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,M. G. Road Sahityanaka Ramnagar,,,
CB-ICS-UP-00337,CISCE,William Henry Smith Memorial School,​Varanasi,Uttar Pradesh,,ICSE/ISC,,D-59/108 Sigra,,,
CB-ICS-UK-00001,CISCE,Ashok Hall Girls' Residential School,​Almora,Uttarakhand,,ICSE/ISC,,P. O. Majkhali,,,
CB-ICS-UK-00002,CISCE,Koormanchal Academy,​Almora,Uttarakhand,,ICSE/ISC,,Pokhar Khali,,,
CB-ICS-UK-00003,CISCE,Jyoti Vidyalaya,​Chamoli,Uttarakhand,,ICSE/ISC,,Badrinath Road Joshinath Joshimath,,,
CB-ICS-UK-00004,CISCE,Mount Carmel School,​Champawat,Uttarakhand,,ICSE/ISC,,Dudhpokhra P. O. Kaflang,,,
CB-ICS-UK-00005,CISCE,Agape Mission School,​Dehradun,Uttarakhand,,ICSE/ISC,,Gumaniwala By-Pass Road Shyampur Rishikesh,,,
CB-ICS-UK-00006,CISCE,ANN Mary School,​Dehradun,Uttarakhand,,ICSE/ISC,,General Mahadeo Singh Road Dehra Dun,,,
CB-ICS-UK-00007,CISCE,Bala Hissar Academy,​Dehradun,Uttarakhand,,ICSE/ISC,,5 Municipal Road Dehra Dun,,,
CB-ICS-UK-00008,CISCE,Brightlands School,​Dehradun,Uttarakhand,,ICSE/ISC,,1 Dick Road Dalanwala,,,
CB-ICS-UK-00009,CISCE,Brooklyn School,​Dehradun,Uttarakhand,,ICSE/ISC,,3/1 Curzon Road Dalanwala,,,
CB-ICS-UK-00010,CISCE,Cambrian Hall,​Dehradun,Uttarakhand,,ICSE/ISC,,13 Young Road Dehra Dun Cantt,,,
CB-ICS-UK-00011,CISCE,Carman Res. and Day School,​Dehradun,Uttarakhand,,ICSE/ISC,,24 Nehru Road Dalanwala,,,
CB-ICS-UK-00013,CISCE,Col. Brown Cambridge School,​Dehradun,Uttarakhand,,ICSE/ISC,,5 Kasturba Road P. O. Box #31 Dehra Dun,,,
CB-ICS-UK-00014,CISCE,Constancia School,​Dehradun,Uttarakhand,,ICSE/ISC,,P. O. Majra Saharanpur Road,,,
CB-ICS-UK-00015,CISCE,Convent of Jesus and Mary,​Dehradun,Uttarakhand,,ICSE/ISC,,Hamption Court Mussoorie,,,
CB-ICS-UK-00016,CISCE,Convent of Jesus and Mary High School,​Dehradun,Uttarakhand,,ICSE/ISC,,16 Convent Road Dehra Dun,,,
CB-ICS-UK-00017,CISCE,Dehradun Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,Village Kandoli P. O. Bidholi Via Premnagar D,,,
CB-ICS-UK-00018,CISCE,Dehradun World School,​Dehradun,Uttarakhand,,ICSE/ISC,,Bagicha Road Nathuawala Dehradun,,,
CB-ICS-UK-00019,CISCE,Doon Blossoms School,​Dehradun,Uttarakhand,,ICSE/ISC,,#7 Uggar Road Dalanwala Dehra Dun,,,
CB-ICS-UK-00020,CISCE,Doon Cambridge School,​Dehradun,Uttarakhand,,ICSE/ISC,,20 E Race Course Dehra Dun,,,
CB-ICS-UK-00021,CISCE,Doon Presidency School,​Dehradun,Uttarakhand,,ICSE/ISC,,2-B Premnagar Dehra Dun,,,
CB-ICS-UK-00022,CISCE,Doon Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,Bhaniyawala Dehradun-Rishikesh Road,,,
CB-ICS-UK-00023,CISCE,Doon Valley Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,Village Johri P. O. Sinola Dehra Dun,,,
CB-ICS-UK-00024,CISCE,Flower Dale School,​Dehradun,Uttarakhand,,ICSE/ISC,,53-A Tapkeshwar Road Garhi Cantt,,,
CB-ICS-UK-00025,CISCE,New Doon Blossoms School,​Dehradun,Uttarakhand,,ICSE/ISC,,Chak Danda Lakhond.,,,
CB-ICS-UK-00026,CISCE,The Mussoorie Girls & Boys School,​Dehradun,Uttarakhand,,ICSE/ISC,,Camel's Back Road Mussoorie.,,,
CB-ICS-UK-00032,CISCE,The Indian Cambridge School,​Dehradun,Uttarakhand,,ICSE/ISC,,12 Chander Road.,,,
CB-ICS-UK-00033,CISCE,Kay Cee Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,Shashi Vihar Govind Garh.,,,
CB-ICS-UK-00034,CISCE,Shri Ram Centennial School,​Dehradun,Uttarakhand,,ICSE/ISC,,Village Sherpur Shimla Bypass .,,,
CB-ICS-UK-00035,CISCE,St. Thomas' College,​Dehradun,Uttarakhand,,ICSE/ISC,,2 Cross Road Dehra Dun.,,,
CB-ICS-UK-00036,CISCE,St. George's College,​Dehradun,Uttarakhand,,ICSE/ISC,,P. O. Barlowganj Mussoorie.,,,
CB-ICS-UK-00038,CISCE,G. R. D. World School,​Dehradun,Uttarakhand,,ICSE/ISC,,Bhagwanpur Julo Bhauwala Dehra.,,,
CB-ICS-UK-00045,CISCE,Welham Girls' School,​Dehradun,Uttarakhand,,ICSE/ISC,,19 Municipal Road Dalanwala.,,,
CB-ICS-UK-00046,CISCE,Hopetown Girls' School,​Dehradun,Uttarakhand,,ICSE/ISC,,Rajawala Road ( Off Chakrata R.,,,
CB-ICS-UK-00047,CISCE,Pine Hall School,​Dehradun,Uttarakhand,,ICSE/ISC,,28 Rajpur Road Dehra Dun.,,,
CB-ICS-UK-00048,CISCE,The Heritage School,​Dehradun,Uttarakhand,,ICSE/ISC,,14/6 New Road Dehra Dun.,,,
CB-ICS-UK-00049,CISCE,Hilton's School,​Dehradun,Uttarakhand,,ICSE/ISC,,Bright Land's Estate P. O. Maj.,,,
CB-ICS-UK-00050,CISCE,The Himalayan Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,Kargi Grant Chander Vihar By P.,,,
CB-ICS-UK-00051,CISCE,The Indian Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,""" Mrityunjay Dham "" At P. O. R.",,,
CB-ICS-UK-00052,CISCE,Moravian Institute,​Dehradun,Uttarakhand,,ICSE/ISC,,Zhan-Phan-Ling Rajpur.,,,
CB-ICS-UK-00053,CISCE,Shivalik International Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,"28/32, Saharanpur Road.",,,
CB-ICS-UK-00054,CISCE,Presidency International School,​Dehradun,Uttarakhand,,ICSE/ISC,,Bhaniyawala.,,,
CB-ICS-UK-00055,CISCE,Sanskar International School,​Dehradun,Uttarakhand,,ICSE/ISC,,Badripur Haridwar Road Dehra D.,,,
CB-ICS-UK-00056,CISCE,St. Jude's School,​Dehradun,Uttarakhand,,ICSE/ISC,,West Canal Road P. O. Majra De.,,,
CB-ICS-UK-00057,CISCE,Marshall School,​Dehradun,Uttarakhand,,ICSE/ISC,,40 East Canal Road Dehra Dun.,,,
CB-ICS-UK-00058,CISCE,Modern School,​Dehradun,Uttarakhand,,ICSE/ISC,,Jiwani Mai Road Rishikesh.,,,
CB-ICS-UK-00059,CISCE,The Motessori School,​Dehradun,Uttarakhand,,ICSE/ISC,,14 Street #1 Rajendra Nagar De.,,,
CB-ICS-UK-00060,CISCE,Mussoorie Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,Pratap Bhawan The Mall Mussoor.,,,
CB-ICS-UK-00061,CISCE,Seven Oaks School,​Dehradun,Uttarakhand,,ICSE/ISC,,332 Garhi Cantt. Dehra Dun.,,,
CB-ICS-UK-00062,CISCE,Rishikesh Public School,​Dehradun,Uttarakhand,,ICSE/ISC,,Haridwar Road Rishikesh.,,,
CB-ICS-UK-00063,CISCE,Sandal Wood School,​Dehradun,Uttarakhand,,ICSE/ISC,,"Kargi Grant Banjarawala Road, .",,,
CB-ICS-UK-00064,CISCE,Touch Wood School,​Dehradun,Uttarakhand,,ICSE/ISC,,Village Danda Nooriwala P. O. .,,,
CB-ICS-UK-00065,CISCE,Summer Valley School,​Dehradun,Uttarakhand,,ICSE/ISC,,18 Teg Bahadur Road Dehra Dun.,,,
CB-ICS-UK-00066,CISCE,St. Xavier's School,​Dehradun,Uttarakhand,,ICSE/ISC,,Mauza Dhoran Khas Shashastradh.,,,
CB-ICS-UK-00067,CISCE,Doon Cambridge School,​Haridwar,Uttarakhand,,ICSE/ISC,,E 40-41 Industrial Area,,,
CB-ICS-UK-00068,CISCE,S.D.A. Inter College,​Haridwar,Uttarakhand,,ICSE/ISC,,""" The Retreat "" Post Box #46 Roorkee",,,
CB-ICS-UK-00069,CISCE,St. John's Senior Secondary School,​Haridwar,Uttarakhand,,ICSE/ISC,,46 Civil Lines Roorkee,,,
CB-ICS-UK-00070,CISCE,Swami Hariharanand Public School,​Haridwar,Uttarakhand,,ICSE/ISC,,Gandhi Road Kankhal,,,
CB-ICS-UK-00071,CISCE,ALL Saints College,​Nainital,Uttarakhand,,ICSE/ISC,,00 Tallital,,,
CB-ICS-UK-00072,CISCE,Brijwasi Scholars' Cambridge,​Nainital,Uttarakhand,,ICSE/ISC,,A. K. House Heera Nagar Haldwani,,,
CB-ICS-UK-00073,CISCE,Mount Sinai School,​Nainital,Uttarakhand,,ICSE/ISC,,Ram Nagar,,,
CB-ICS-UK-00074,CISCE,Sherwood College,​Nainital,Uttarakhand,,ICSE/ISC,,,,,
CB-ICS-UK-00075,CISCE,St. Andrew's Public School,​Nainital,Uttarakhand,,ICSE/ISC,,Bhowali,,,
CB-ICS-UK-00076,CISCE,St. Joseph's College,​Nainital,Uttarakhand,,ICSE/ISC,,,,,
CB-ICS-UK-00077,CISCE,St. Mary's Convent High School,​Nainital,Uttarakhand,,ICSE/ISC,,"Ramnee Park, Naintal, Uttarakhand - 263002",,,
CB-ICS-UK-00078,CISCE,Dr. D. C. Budakoti Vidyatri Public School,​Pauri Garhwal,Uttarakhand,,ICSE/ISC,,Village Grastanganj P. O. Kumbhichaur Kotdwar... +,,,
CB-ICS-UK-00079,CISCE,Mother Land Academy,​Pauri Garhwal,Uttarakhand,,ICSE/ISC,,Shibbunagar Near Devi Temple Devi Road Kotdwa,,,
CB-ICS-UK-00080,CISCE,St. Joseph's Convent School,​Pauri Garhwal,Uttarakhand,,ICSE/ISC,,Kotdwara,,,
CB-ICS-UK-00081,CISCE,St. Theresa's School,​Pauri Garhwal,Uttarakhand,,ICSE/ISC,,Srinagar,,,
CB-ICS-UK-00082,CISCE,St. Thomas Convent School,​Pauri Garhwal,Uttarakhand,,ICSE/ISC,,,,,
CB-ICS-UK-00083,CISCE,ALL Saints Convent School,​Tehri Garhwal,Uttarakhand,,ICSE/ISC,,,,,
CB-ICS-UK-00084,CISCE,Carmel School,​Tehri Garhwal,Uttarakhand,,ICSE/ISC,,Chamba,,,
CB-ICS-UK-00085,CISCE,Masseeh Dilasa School,​Tehri Garhwal,Uttarakhand,,ICSE/ISC,,Tiloth Uttarkashi,,,
CB-ICS-UK-00086,CISCE,Mount Carmel Christian Academy,​Tehri Garhwal,Uttarakhand,,ICSE/ISC,,Bagardhar Narendra Nagar,,,
CB-ICS-UK-00087,CISCE,Omkarananda Saraswati Nilayam,​Tehri Garhwal,Uttarakhand,,ICSE/ISC,,Muni-Ki-Reti Kailash Gate Rishikesh,,,
CB-ICS-UK-00088,CISCE,Confluence World Schoolonfluence World School,​Udham Singh Nagar,Uttarakhand,,ICSE/ISC,,Education Acres 6 Km Milestone NH-74 Rudrapur,,,
CB-ICS-UK-00089,CISCE,Maria School,​Udham Singh Nagar,Uttarakhand,,ICSE/ISC,,Kishenpur Jaspur P. O,,,
CB-ICS-UK-00090,CISCE,St. Mary's School,​Udham Singh Nagar,Uttarakhand,,ICSE/ISC,,Bara Khera Balram Nagar  P. O.,,,
CB-ICS-UK-00091,CISCE,H I M Christian Academy,​Uttarkashi,Uttarakhand,,ICSE/ISC,,Matli,,,
CB-ICS-WB-00001,CISCE,St. Anthony's Convent School,​Alipurduar,West Bengal,,ICSE/ISC,,Nirmala Niketan Jaigaon P. O. Jalpaiguri,,,
CB-ICS-WB-00002,CISCE,Acme Academy,​Bardhaman,West Bengal,,ICSE/ISC,,S. T. K. K. Road P. O. Kalna Burdwan,,,
CB-ICS-WB-00003,CISCE,Asansol St. Anthony Secondary School,​Bardhaman,West Bengal,,ICSE/ISC,,Hill Park ( North ) Asansol,,,
CB-ICS-WB-00004,CISCE,Assembly Of God Church School,​Bardhaman,West Bengal,,ICSE/ISC,,Gurudwara Road Benachity Durgapur,,,
CB-ICS-WB-00006,CISCE,"Assembly of God Church School, Asansol",​Bardhaman,West Bengal,,ICSE/ISC,,"Asansol, Burdwan, G. T. Road(West), Bardhaman",,,
CB-ICS-WB-00007,CISCE,Beachwood School,​Bardhaman,West Bengal,,ICSE/ISC,,Satyajit Ray Sarani City Center Durgapur,,,
CB-ICS-WB-00008,CISCE,Bidhan School,​Bardhaman,West Bengal,,ICSE/ISC,,Ispat Palli Bidhan Nagar Durgapur,,,
CB-ICS-WB-00009,CISCE,Burdwan Holy Child School,​Bardhaman,West Bengal,,ICSE/ISC,,Khanpukur Kalna Road Burdwan,,,
CB-ICS-WB-00010,CISCE,Calcutta Public School,​Bardhaman,West Bengal,,ICSE/ISC,,1 Bidhan Park Kolkata,,,
CB-ICS-WB-00011,CISCE,Carmel Convent High School,​Bardhaman,West Bengal,,ICSE/ISC,,M. A. M. C. Durgapur,,,
CB-ICS-WB-00012,CISCE,Carmel School,​Bardhaman,West Bengal,,ICSE/ISC,,Guru Nanak Road Durgapur,,,
CB-ICS-WB-00013,CISCE,Claret School,​Bardhaman,West Bengal,,ICSE/ISC,,Sahanagar Radhakantapur Post,,,
CB-ICS-WB-00014,CISCE,Durgapur Harshabardhan Road Aurobindo Vidyamandir,​Bardhaman,West Bengal,,ICSE/ISC,,D. H. B Road Aurobindo Vidyamandir Durgapur,,,
CB-ICS-WB-00015,CISCE,East West Model School,​Bardhaman,West Bengal,,ICSE/ISC,,Suri Road P. O. Talit Talit Station ( Via-Kha,,,
CB-ICS-WB-00016,CISCE,Holy Angels' School,​Bardhaman,West Bengal,,ICSE/ISC,,Ghosh Hat Katwa Bardhaman,,,
CB-ICS-WB-00017,CISCE,Holy Child School,​Bardhaman,West Bengal,,ICSE/ISC,,Jewdhara P. O.,,,
CB-ICS-WB-00018,CISCE,Holy Rock School,​Bardhaman,West Bengal,,ICSE/ISC,,Nawabhaat :  P. O. Fagupur,,,
CB-ICS-WB-00019,CISCE,Loreto Convent,​Bardhaman,West Bengal,,ICSE/ISC,,G. T. Road Asansol,,,
CB-ICS-WB-00020,CISCE,Pranavananda Vidyamandir,​Bardhaman,West Bengal,,ICSE/ISC,,Chaitanya Avenue Durgapur,,,
CB-ICS-WB-00021,CISCE,St. Joseph's Convent High School,​Bardhaman,West Bengal,,ICSE/ISC,,"D-26, Ashoke Avenue, P.O. Chittaranjan,
Burd... 0341 2535578(KG & Primary), 0341 2525445 (HSS)",,,
CB-ICS-WB-00022,CISCE,St. Vincent's High & Technical School,​Bardhaman,West Bengal,,ICSE/ISC,,Hill View Park Asansol.,,,
CB-ICS-WB-00023,CISCE,St. Patrick's Higher Secondary School,​Bardhaman,West Bengal,,ICSE/ISC,,G. T. Road Asansol.,,,
CB-ICS-WB-00025,CISCE,St. Michael's School,​Bardhaman,West Bengal,,ICSE/ISC,,Aldrin Path Bidhan Nagar Durga.,,,
CB-ICS-WB-00026,CISCE,St. Peter's School,​Bardhaman,West Bengal,,ICSE/ISC,,Mirabai Road Durgapur.,,,
CB-ICS-WB-00028,CISCE,"St. Xavier's School, Sripally",​Bardhaman,West Bengal,,ICSE/ISC,,"P.O. Sripally, Kanainutshal, B.",,,
CB-ICS-WB-00029,CISCE,St. Paul's School,​Birbhum,West Bengal,,ICSE/ISC,,"Vidya Danga, Dumka Road, Rampurhat, Birbhum,",,,
CB-ICS-WB-00030,CISCE,St. Teresa's School,​Birbhum,West Bengal,,ICSE/ISC,,Bolpur Paruldanga P. O,,,
CB-ICS-WB-00031,CISCE,St. Mary's High School,​Cooch Behar,West Bengal,,ICSE/ISC,,"Baishguri New, Cooch Behar, West Bengal - 736",,,
CB-ICS-WB-00032,CISCE,The Green View English Academy,​Dakshin Dinajpur,West Bengal,,ICSE/ISC,,Post-Chakvrigu North Chakbhabani Police Fari,,,
CB-ICS-WB-00033,CISCE,Alphonsa School,​Darjeeling,West Bengal,,ICSE/ISC,,Kalamjote P. O. Sushruta Nagar Siliguri,,,
CB-ICS-WB-00034,CISCE,Belle Vue Boarding School,​Darjeeling,West Bengal,,ICSE/ISC,,128 A. K. Mukherjee Road Kurseong,,,
CB-ICS-WB-00035,CISCE,Bethany School,​Darjeeling,West Bengal,,ICSE/ISC,,36 Acharya Bhanu Path Kurseong,,,
CB-ICS-WB-00036,CISCE,Bhadra Sheela Memorial Institutions,​Darjeeling,West Bengal,,ICSE/ISC,,P. O. Lebong,,,
CB-ICS-WB-00037,CISCE,Brindavan Boarding School,​Darjeeling,West Bengal,,ICSE/ISC,,Seeyok Fatak   Darjeeling,,,
CB-ICS-WB-00038,CISCE,Cambridge English School,​Darjeeling,West Bengal,,ICSE/ISC,,Monteviot Road P. O.,,,
CB-ICS-WB-00039,CISCE,Camellia School,​Darjeeling,West Bengal,,ICSE/ISC,,83 Dr. Zakir Hussain Road,,,
CB-ICS-WB-00040,CISCE,Carmel High School,​Darjeeling,West Bengal,,ICSE/ISC,,Hawk Wood Giddha Pahar Kurseong Darjeeling,,,
CB-ICS-WB-00041,CISCE,Daisies School,​Darjeeling,West Bengal,,ICSE/ISC,,""" Kanchanjunga "" 9 A J. N. Pradhan Road Kurse",,,
CB-ICS-WB-00042,CISCE,Dawn Boarding School,​Darjeeling,West Bengal,,ICSE/ISC,,Monteviot Road Kurseong,,,
CB-ICS-WB-00043,CISCE,Dow Hill School,​Darjeeling,West Bengal,,ICSE/ISC,,P. O. Dow Hill Kurseong,,,
CB-ICS-WB-00044,CISCE,DR. Graham's Homes,​Darjeeling,West Bengal,,ICSE/ISC,,Kalimpong Kalimpong,,,
CB-ICS-WB-00045,CISCE,Father Leblond School,​Darjeeling,West Bengal,,ICSE/ISC,,Bhimbar P. O. Madati,,,
CB-ICS-WB-00046,CISCE,Glenhill Public School,​Darjeeling,West Bengal,,ICSE/ISC,,Mountain Home Dow Hill Road P. O. Box #15117,,,
CB-ICS-WB-00047,CISCE,Glenmore International School,​Darjeeling,West Bengal,,ICSE/ISC,,P. O. Mirik,,,
CB-ICS-WB-00048,CISCE,Goethals Memorial School,​Darjeeling,West Bengal,,ICSE/ISC,,Kurseong P. O.,,,
CB-ICS-WB-00049,CISCE,Good Shepherd School,​Darjeeling,West Bengal,,ICSE/ISC,,Bagdogra P. O,,,
CB-ICS-WB-00050,CISCE,Grace English School,​Darjeeling,West Bengal,,ICSE/ISC,,Kagay Road P. O. Pedong Kalimpong,,,
CB-ICS-WB-00051,CISCE,Green Lawn School,​Darjeeling,West Bengal,,ICSE/ISC,,P. O. Soureni,,,
CB-ICS-WB-00052,CISCE,Green Lawns School,​Darjeeling,West Bengal,,ICSE/ISC,,1 Acharya Jagdish Chandra Bose Road,,,
CB-ICS-WB-00053,CISCE,Victoria Boys' School,​Darjeeling,West Bengal,,ICSE/ISC,,P. O. Dow Hill Kurseong.,,,
CB-ICS-WB-00056,CISCE,Mount Carmel School,​Darjeeling,West Bengal,,ICSE/ISC,,Dr. B. L. Dixit Road P. O..,,,
CB-ICS-WB-00058,CISCE,St. Joseph's College,​Darjeeling,West Bengal,,ICSE/ISC,,( School Department ) North Po.,,,
CB-ICS-WB-00059,CISCE,Loreto Convent School,​Darjeeling,West Bengal,,ICSE/ISC,,,,,
CB-ICS-WB-00060,CISCE,St. Joseph's Convent,​Darjeeling,West Bengal,,ICSE/ISC,,Kalimpong P. O..,,,
CB-ICS-WB-00064,CISCE,Lewis English School,​Darjeeling,West Bengal,,ICSE/ISC,,"Ward #3 P. O. Mirik Kurseong, .",,,
CB-ICS-WB-00065,CISCE,Hebron English School,​Darjeeling,West Bengal,,ICSE/ISC,,Naxalbari Road Bagdora.,,,
CB-ICS-WB-00066,CISCE,Modern English School,​Darjeeling,West Bengal,,ICSE/ISC,,59/14 A J. M. Goenka Road Kurs.,,,
CB-ICS-WB-00068,CISCE,Greenhill English School,​Darjeeling,West Bengal,,ICSE/ISC,,Garage Lane Sonada.,,,
CB-ICS-WB-00069,CISCE,Sunrise English Medium School,​Darjeeling,West Bengal,,ICSE/ISC,,Babubasha Devidanga Champasari.,,,
CB-ICS-WB-00071,CISCE,Little Flower School,​Darjeeling,West Bengal,,ICSE/ISC,,M. V. Road P. O. Kurseong.,,,
CB-ICS-WB-00078,CISCE,Gyanoday Niketan,​Darjeeling,West Bengal,,ICSE/ISC,,Shyam Cottage P. O. Rose Bank.,,,
CB-ICS-WB-00079,CISCE,Saptashri Gyanpeeth,​Darjeeling,West Bengal,,ICSE/ISC,,Taxari Road Kalimpong.,,,
CB-ICS-WB-00080,CISCE,Sacred Heart School,​Darjeeling,West Bengal,,ICSE/ISC,,Panchanand Sarani Road P. O. N.,,,
CB-ICS-WB-00081,CISCE,St. Helen's Secondary School,​Darjeeling,West Bengal,,ICSE/ISC,,Hill Cart Road Kurseong.,,,
CB-ICS-WB-00082,CISCE,Mount Hermon School,​Darjeeling,West Bengal,,ICSE/ISC,,,,,
CB-ICS-WB-00083,CISCE,St. Joseph's High School,​Darjeeling,West Bengal,,ICSE/ISC,,Matigara P. O..,,,
